Model,True,Predicted_Proba
Random Forest,0,0.21469489150728072
Random Forest,0,0.3093363819810673
Random Forest,0,0.2658194629805106
Random Forest,0,0.3510294317412792
Random Forest,0,0.3059107478762708
Random Forest,0,0.27368714939357364
Random Forest,1,0.37617287400022326
Random Forest,0,0.2989056877190115
Random Forest,0,0.278531375203692
Random Forest,0,0.4221439562969785
Random Forest,0,0.21209541002302246
Random Forest,1,0.7968419004534639
Random Forest,1,0.5568992730657241
Random Forest,0,0.21747550557311845
Random Forest,1,0.3024035443424108
Random Forest,0,0.21264805011351762
Random Forest,1,0.2663390370239466
Random Forest,0,0.34500456110486843
Random Forest,1,0.9446088443824049
Random Forest,0,0.38993402135647687
Random Forest,1,0.5801071980150971
Random Forest,1,0.6335511614123438
Random Forest,0,0.23915346026585158
Random Forest,0,0.16034447226542792
Random Forest,0,0.28078843428864575
Random Forest,0,0.3065296763071475
Random Forest,0,0.19788500677271995
Random Forest,0,0.2294346664029586
Random Forest,1,0.19213733165328337
Random Forest,0,0.15743166511872764
Random Forest,0,0.4661968532204373
Random Forest,1,0.2379833298929535
Random Forest,0,0.2858853247568235
Random Forest,0,0.24505236456959978
Random Forest,0,0.23741096909594803
Random Forest,1,0.9792637367159727
Random Forest,0,0.454160843693759
Random Forest,0,0.26562570486899584
Random Forest,0,0.18011553107659686
Random Forest,0,0.4669686862004819
Random Forest,0,0.25594575205302195
Random Forest,0,0.23919686531506074
Random Forest,1,0.20234321951934464
Random Forest,0,0.1687388169875354
Random Forest,1,0.2506714195010705
Random Forest,1,0.6590691463494245
Random Forest,0,0.29792641575664924
Random Forest,0,0.1363214116982146
Random Forest,0,0.20363075707395045
Random Forest,0,0.2806032201306133
Random Forest,0,0.6505231185873737
Random Forest,0,0.3607961283602405
Random Forest,0,0.18156872467494015
Random Forest,0,0.1560639014374264
Random Forest,0,0.30229706355978747
Random Forest,0,0.20098890194217556
Random Forest,0,0.8932713123982059
Random Forest,1,0.9280018205441783
Random Forest,1,0.3942730186208197
Random Forest,0,0.14935327593624131
Random Forest,1,0.7745421305830041
Random Forest,1,0.9131114604290937
Random Forest,0,0.16967725156970834
Random Forest,0,0.32351530788788774
Random Forest,0,0.34359923676747933
Random Forest,0,0.23422786601283213
Random Forest,0,0.44393906526740423
Random Forest,1,0.5072967649053005
Random Forest,0,0.46954370625164027
Random Forest,0,0.2181865499847083
Random Forest,0,0.27824492255050914
Random Forest,0,0.2507001000125318
Random Forest,0,0.1953668626362682
Random Forest,0,0.6061376823233544
Random Forest,1,0.22668693602085072
Random Forest,0,0.46518637960044124
Random Forest,1,0.9380721962173055
Random Forest,0,0.1377604886340911
Random Forest,0,0.30828409631875353
Random Forest,0,0.19558564541892026
Random Forest,0,0.12949161402068657
Random Forest,0,0.22157569093748264
Random Forest,0,0.2150863058074494
Random Forest,0,0.2752523849315531
Random Forest,0,0.36620427022690505
Random Forest,0,0.23538983252697684
Random Forest,0,0.38423802866714746
Random Forest,1,0.45962217091324237
Random Forest,0,0.18795021194647205
Random Forest,0,0.7570745400240791
Random Forest,0,0.19513604879479501
Random Forest,0,0.28252339749383903
Random Forest,0,0.10378600508569225
Random Forest,0,0.296723144898487
Random Forest,1,0.887583317573587
Random Forest,0,0.21509641821895106
Random Forest,0,0.5607231873862394
Random Forest,0,0.2561443303355477
Random Forest,0,0.30584948883756935
Random Forest,0,0.14949200817254796
Random Forest,0,0.506957454763489
Random Forest,0,0.2831975331782584
Random Forest,0,0.33958102243717797
Random Forest,0,0.9104288728346457
Random Forest,0,0.1578399625161534
Random Forest,0,0.1277544031263888
Random Forest,0,0.9227255530571027
Random Forest,0,0.23890935930222604
Random Forest,0,0.07674266348161274
Random Forest,0,0.1678007095783071
Random Forest,0,0.5811653494610778
Random Forest,0,0.4760617604528352
Random Forest,0,0.5095805700294718
Random Forest,1,0.5597083645444002
Random Forest,1,0.4594312000620628
Random Forest,0,0.28147846564245804
Random Forest,0,0.8282748057745702
Random Forest,0,0.12731802657028124
Random Forest,0,0.13651790181309367
Random Forest,0,0.1108084329853312
Random Forest,0,0.4299651215478337
Random Forest,0,0.5122836518494795
Random Forest,0,0.35079591901660334
Random Forest,0,0.6498389043352292
Random Forest,0,0.4299328216130064
Random Forest,1,0.28410579947855163
Random Forest,0,0.17590791952627693
Random Forest,0,0.40432575850553343
Random Forest,0,0.40313137413250244
Random Forest,0,0.331990623692983
Random Forest,1,0.9509407182848735
Random Forest,0,0.473336127630467
Random Forest,0,0.1740732772646231
Random Forest,0,0.2341384240568643
Random Forest,0,0.3121829067573273
Random Forest,0,0.16236874678858582
Random Forest,0,0.2435632029336664
Random Forest,0,0.16870964934196786
Random Forest,1,0.7380206194860932
Random Forest,1,0.909821792272884
Random Forest,1,0.3314290676001235
Random Forest,0,0.10424964967132137
Random Forest,0,0.3827412970786023
Random Forest,1,0.9074741625988451
Random Forest,0,0.3334145015856297
Random Forest,0,0.8888610234514556
Random Forest,1,0.5812800069370659
Random Forest,0,0.3195673170248922
Random Forest,0,0.33286438043994737
Random Forest,0,0.21312775688154367
Random Forest,1,0.2551282244856381
Random Forest,0,0.5535680229769179
Random Forest,1,0.44231962547419085
Random Forest,0,0.6592028882727796
Random Forest,1,0.7275658583665457
Random Forest,0,0.4692668030912477
Random Forest,0,0.3123000978954705
Random Forest,0,0.08263186409513627
Random Forest,0,0.28028988862936133
Random Forest,1,0.8177829417232404
Random Forest,0,0.2919709244352811
Random Forest,0,0.23019513288892995
Random Forest,1,0.5655928964684434
Random Forest,1,0.819726577280472
Random Forest,0,0.582697960399096
Random Forest,1,0.7117129051641088
Random Forest,1,0.7194736262137479
Random Forest,0,0.18082507088660146
Random Forest,0,0.21096304144194633
Random Forest,0,0.2022798884384329
Random Forest,0,0.18482869269098132
Random Forest,0,0.1691224466799913
Random Forest,0,0.26882837031521256
Random Forest,0,0.5249291941958171
Random Forest,1,0.2739672365945771
Random Forest,1,0.2550958848103881
Random Forest,0,0.3259346388196105
Random Forest,0,0.34188322742410976
Random Forest,0,0.09701606547940057
Random Forest,1,0.5188045313593032
Random Forest,0,0.27923810626669954
Random Forest,0,0.42173854293311125
Random Forest,1,0.7067731415379553
Random Forest,0,0.14520951668120494
Random Forest,0,0.25363328672239305
Random Forest,0,0.4061760603897083
Random Forest,1,0.5775440126627412
Random Forest,0,0.2535290268362359
Random Forest,0,0.1698353262960891
Random Forest,0,0.29001944393869744
Random Forest,0,0.127652760209832
Random Forest,1,0.5358884229548471
Random Forest,1,0.5006467097449907
Random Forest,1,0.785377958378133
Random Forest,0,0.24385116446510882
Random Forest,1,0.6260322605070152
Random Forest,0,0.2653586373009814
Random Forest,0,0.7930612695151971
Random Forest,1,0.4834682677263123
Random Forest,0,0.21350413180537553
Random Forest,0,0.23538375575657902
Random Forest,0,0.15754892578947144
Random Forest,1,0.6608352947448622
Random Forest,0,0.18310678697907112
Random Forest,0,0.2932209311823543
Random Forest,1,0.2873866838322737
Random Forest,0,0.08843351929947053
Random Forest,0,0.5943373289644387
Random Forest,1,0.8887472242778025
Random Forest,1,0.21075860504472224
Random Forest,0,0.40989740287581944
Random Forest,1,0.7360791818233073
Random Forest,1,0.21607875298089327
Random Forest,0,0.28720884160016646
Random Forest,0,0.18637115067244076
Random Forest,0,0.26710194067667237
Random Forest,0,0.2645121431419641
Random Forest,0,0.3693997624183586
Random Forest,0,0.14370957487109803
Random Forest,0,0.28282909462382383
Random Forest,0,0.16508783772101016
Random Forest,0,0.39644243282400415
Random Forest,0,0.3320272837155537
Random Forest,0,0.16406377462062646
Random Forest,0,0.12759961589444102
Random Forest,0,0.35410755223002305
Random Forest,0,0.1498932651100939
Random Forest,0,0.3367082544749037
Random Forest,0,0.670401423830215
Random Forest,0,0.33066907853520133
Random Forest,0,0.3923030248860755
Random Forest,0,0.27665877217172036
Random Forest,0,0.25796872467051996
Random Forest,1,0.9049529670462364
Random Forest,0,0.13387996005051
Random Forest,0,0.4085067416997405
Random Forest,0,0.2326181509745432
Random Forest,1,0.5972534873137755
Random Forest,0,0.2858413292165348
Random Forest,0,0.2067380331359685
Random Forest,0,0.12463288895586974
Random Forest,0,0.17463841623076312
Random Forest,0,0.6941751811469034
Random Forest,0,0.16092415844234356
Random Forest,0,0.08027392397666247
Random Forest,0,0.34702284445330983
Random Forest,0,0.11119085638551067
Random Forest,0,0.4890514073067979
Random Forest,0,0.5758418687358939
Random Forest,1,0.25323182699286706
Random Forest,0,0.2573186317085457
Random Forest,0,0.3477938791468758
Random Forest,0,0.26005941138273575
Random Forest,0,0.18157828201429727
Random Forest,1,0.720172619655305
Random Forest,0,0.26828047470563837
Random Forest,0,0.0918465215857747
Random Forest,0,0.7652261649004097
Random Forest,0,0.616066792858283
Random Forest,0,0.25942692147146096
Random Forest,1,0.8617310948224782
Random Forest,0,0.13845146729025046
Random Forest,0,0.10771592030537275
Random Forest,0,0.20607934717423848
Random Forest,0,0.297397054434656
Random Forest,0,0.2470184683395518
Random Forest,1,0.5985679166010823
Random Forest,0,0.3074185321170538
Random Forest,0,0.19143241310135076
Random Forest,0,0.1764728626810426
Random Forest,1,0.23886362121269442
Random Forest,1,0.18973311373332216
Random Forest,0,0.5893684996062838
Random Forest,0,0.6030372861664504
Random Forest,0,0.3422922479623252
Random Forest,0,0.16266961265610913
Random Forest,0,0.5059374366261704
Random Forest,0,0.2314140119111682
Random Forest,1,0.28598410366983573
Random Forest,0,0.39568263639065504
Random Forest,0,0.2720608769448556
Random Forest,0,0.3390621668572728
Random Forest,0,0.15411499861269562
Random Forest,0,0.2762157314364178
Random Forest,1,0.5430666491902038
Random Forest,0,0.38939495510795913
Random Forest,0,0.3005108185266156
Random Forest,0,0.12922754450903592
Random Forest,0,0.6549176026775808
Random Forest,1,0.13532584887414478
Random Forest,0,0.30952512466269605
Random Forest,0,0.9234298158812042
Random Forest,1,0.9231546663428015
Random Forest,0,0.40304402268864115
Random Forest,0,0.3858162068231015
Random Forest,1,0.7025241929680878
Random Forest,0,0.1168469763786969
Random Forest,0,0.2073158066479664
Random Forest,0,0.15211672248252875
Random Forest,0,0.1146146698971993
Random Forest,0,0.25148162214316616
Random Forest,0,0.13127220918455645
Random Forest,1,0.9417002934632387
Random Forest,0,0.30524941148425516
Random Forest,0,0.15323818541013665
Random Forest,0,0.18395450677400352
Random Forest,1,0.22333173152938035
Random Forest,0,0.388828206421261
Random Forest,0,0.15871377335899203
Random Forest,0,0.3222723464663867
Random Forest,0,0.21564135709722723
Random Forest,0,0.2603557520002317
Random Forest,0,0.6300209739819179
Random Forest,0,0.929101819550762
Random Forest,0,0.07406269970024934
Random Forest,0,0.14375754751018138
Random Forest,0,0.6497673081810035
Random Forest,1,0.39082852256678563
Random Forest,0,0.1842248326911747
Random Forest,1,0.21701043378788346
Random Forest,1,0.709995275776531
Random Forest,0,0.19272818493808827
Random Forest,0,0.15170359492700167
Random Forest,1,0.8477258233541111
Random Forest,0,0.22863259330098124
Random Forest,0,0.7578121429083832
Random Forest,0,0.36089335188894134
Random Forest,0,0.39465778667027956
Random Forest,0,0.14987173038714854
Random Forest,0,0.27728751851556
Random Forest,0,0.22305593484948708
Random Forest,1,0.10653032772455422
Random Forest,0,0.2915801578629903
Random Forest,1,0.9157022154171867
Random Forest,0,0.26097919961599153
Random Forest,0,0.1083255315236748
Random Forest,1,0.24367077661626027
Random Forest,0,0.2702753186312591
Random Forest,0,0.125871050915925
Random Forest,1,0.12574112202027443
Random Forest,1,0.5717840764957459
Random Forest,1,0.5271585397855332
Random Forest,0,0.271893024525229
Random Forest,0,0.20720302768611915
Random Forest,0,0.17759768469183945
Random Forest,0,0.1423548066037569
Random Forest,0,0.2866111015486752
Random Forest,0,0.3742711487020455
Random Forest,0,0.27067106883606373
Random Forest,1,0.5810620122289348
Random Forest,0,0.2340211098290514
Random Forest,0,0.2790194288544286
Random Forest,0,0.34762494474811745
Random Forest,1,0.7264745426663708
Random Forest,1,0.9244655436677662
Random Forest,0,0.26066355588112805
Random Forest,0,0.18542169764930017
Random Forest,0,0.255282286867565
Random Forest,1,0.301921685714611
Random Forest,0,0.20607084879622153
Random Forest,0,0.2524847487149883
Random Forest,0,0.30305087715914825
Random Forest,1,0.4065372604703962
Random Forest,0,0.1959028827046271
Random Forest,0,0.09407290496985679
Random Forest,0,0.1008171205334451
Random Forest,0,0.37382491988330124
Random Forest,0,0.35553678711035636
Random Forest,0,0.2937428101538683
Random Forest,1,0.6729547764611836
Random Forest,1,0.9269408629664726
Random Forest,0,0.20126633426347482
Random Forest,1,0.6329065525046469
Random Forest,1,0.21975464155650085
Random Forest,1,0.2635940704161849
Random Forest,0,0.24610042999952408
Random Forest,0,0.24727150087466238
Random Forest,0,0.47362863067136923
Random Forest,1,0.30212948008743434
Random Forest,0,0.2637632055997658
Random Forest,0,0.20248758632812536
Random Forest,0,0.15342316259764194
Random Forest,0,0.15732760710615518
Random Forest,0,0.2552843021535719
Random Forest,0,0.23536525213656267
Random Forest,0,0.36065938641661
Random Forest,0,0.35986165309803253
Random Forest,1,0.8509324221418381
Random Forest,0,0.12269888109496138
Random Forest,0,0.29498859818135037
Random Forest,0,0.25906371843856324
Random Forest,0,0.20754869024473682
Random Forest,0,0.502377115314689
Random Forest,0,0.6604176051252643
Random Forest,0,0.8891302193136325
Random Forest,0,0.4775093194367961
Random Forest,0,0.21912533640098547
Random Forest,0,0.14895212739265384
Random Forest,0,0.13773215798986352
Random Forest,0,0.3658373367957091
Random Forest,0,0.17526182035818624
Random Forest,1,0.4710460876987655
Random Forest,0,0.24559607134262207
Random Forest,0,0.32498101852603156
Random Forest,0,0.419879649343011
Random Forest,0,0.23423222118835785
Random Forest,0,0.28091088657884905
Random Forest,1,0.8112043638659979
Random Forest,0,0.3507090550372692
Random Forest,0,0.2222653981541054
Random Forest,0,0.4483131443559478
Random Forest,0,0.2315216589505255
Random Forest,0,0.2804693358034703
Random Forest,0,0.18073468239055418
Random Forest,1,0.6201904402255266
Random Forest,0,0.2929998371962883
Random Forest,1,0.868774862699861
Random Forest,0,0.2791745801767028
Random Forest,0,0.3874033806603328
Random Forest,0,0.13310222665143517
Random Forest,0,0.16035717328217364
Random Forest,0,0.1993910190426082
Random Forest,1,0.7407007647813173
Random Forest,0,0.0871533292745158
Random Forest,1,0.8612673608070261
Random Forest,1,0.4381376304324568
Random Forest,0,0.15009736435956628
Random Forest,0,0.2531058413813343
Random Forest,0,0.8947041562564237
Random Forest,0,0.162135299994661
Random Forest,0,0.21352737971103547
Random Forest,0,0.2041605432304374
Random Forest,0,0.8285276611028426
Random Forest,0,0.15808370216758294
Random Forest,0,0.8550451960389565
Random Forest,0,0.18355311272697
Random Forest,0,0.37708758957103633
Random Forest,1,0.9001140687367267
Random Forest,0,0.2587986168769896
Random Forest,0,0.34682373122049037
Random Forest,1,0.15202805608944134
Random Forest,0,0.42422005925992484
Random Forest,0,0.2883986024859068
Random Forest,1,0.3119944724032418
Random Forest,0,0.1435531202290795
Random Forest,0,0.3073056683209529
Random Forest,0,0.3331511191956495
Random Forest,0,0.38680055354156734
Random Forest,0,0.26939470491442985
Random Forest,0,0.260589516803625
Random Forest,0,0.27908764635837263
Random Forest,0,0.3535875542821437
Random Forest,0,0.12061434507112517
Random Forest,0,0.3923132186930136
Random Forest,1,0.20161061739864233
Random Forest,0,0.3633154878808627
Random Forest,0,0.32847840950497165
Random Forest,0,0.20639001935566462
Random Forest,0,0.7146885341534345
Random Forest,0,0.15237255492978413
Random Forest,0,0.1611203586718843
Random Forest,0,0.28466887532493523
Random Forest,0,0.49796880875493876
Random Forest,0,0.22999427430036892
Random Forest,0,0.2852119929661922
Random Forest,0,0.8997774390052173
Random Forest,0,0.250264668400983
Random Forest,1,0.31429779229995924
Random Forest,0,0.1671065627139874
Random Forest,0,0.5008873132930183
Random Forest,0,0.24033918119226752
Random Forest,1,0.21505292756640465
Random Forest,1,0.5882919989101236
Random Forest,1,0.8621532070636908
Random Forest,0,0.8631281690374241
Random Forest,0,0.29282365933122956
Random Forest,0,0.09719728132556478
Random Forest,0,0.2667272694535898
Random Forest,0,0.20053364173180935
Random Forest,1,0.8750116362795367
Random Forest,0,0.39013464285552346
Random Forest,0,0.07708036412231829
Random Forest,0,0.17319453705139004
Random Forest,0,0.7179884691129595
Random Forest,0,0.24067649583429976
Random Forest,0,0.6541680525408841
Random Forest,0,0.1780210704909225
Random Forest,1,0.25280320657649424
Random Forest,0,0.20208056731856822
Random Forest,0,0.5421044466384292
Random Forest,1,0.2419501008841989
Random Forest,0,0.1922406688224676
Random Forest,0,0.5223106681040489
Random Forest,0,0.14703466547613092
Random Forest,0,0.22821606249877102
Random Forest,1,0.26662577685505384
Random Forest,0,0.46685870142629027
Random Forest,0,0.2910259247646711
Random Forest,0,0.267704527267019
Random Forest,0,0.6088939097300344
Random Forest,0,0.18960667511055704
Random Forest,0,0.15141570138612792
Random Forest,0,0.30794343432376003
Random Forest,0,0.378179238261296
Random Forest,0,0.34954667767448855
Random Forest,0,0.4392185597088134
Random Forest,0,0.286693049228325
Random Forest,0,0.31888165607210583
Random Forest,1,0.9137806529441831
Random Forest,0,0.25793891861513285
Random Forest,0,0.13826132564064256
Random Forest,0,0.1529111451431263
Random Forest,0,0.3293803849961632
Random Forest,0,0.311143975672781
Random Forest,1,0.3725429777133789
Random Forest,1,0.19338776438848612
Random Forest,0,0.23458358296294524
Random Forest,0,0.1521270085133895
Random Forest,0,0.26551857517397925
Random Forest,0,0.13451305446644857
Random Forest,0,0.41456917341610117
Random Forest,1,0.37955718418239615
Random Forest,0,0.17472838687634432
Random Forest,0,0.5019103379971422
Random Forest,0,0.5201695984266824
Random Forest,0,0.6105834247677859
Random Forest,0,0.32850109082838425
Random Forest,1,0.15662257893109563
Random Forest,0,0.11739290768208267
Random Forest,1,0.35105132932124916
Random Forest,0,0.26323264327262086
Random Forest,1,0.24470126604776665
Random Forest,1,0.27180244873105036
Random Forest,0,0.14119630847648112
Random Forest,1,0.8796320743976735
Random Forest,0,0.09933406796538666
Random Forest,0,0.30341852572191264
Random Forest,0,0.3226724768517469
Random Forest,0,0.3317139074787644
Random Forest,0,0.20157773652065716
Random Forest,1,0.8410491019227713
Random Forest,0,0.8814929080045403
Random Forest,0,0.35052332021729
Random Forest,0,0.28727213352994907
Random Forest,0,0.4056275754831423
Random Forest,0,0.1305058333214147
Random Forest,0,0.20015049018529282
Random Forest,0,0.2622998201758829
Random Forest,0,0.4748817018256166
Random Forest,0,0.16143995038804587
Random Forest,0,0.17423673150711294
Random Forest,0,0.36696418167938055
Random Forest,0,0.16779848175802212
Random Forest,0,0.18964094032292841
Random Forest,0,0.43450455314545894
Random Forest,1,0.9257151017289168
Random Forest,0,0.165155512519508
Random Forest,0,0.2485661139155569
Random Forest,1,0.35699328867042246
Random Forest,0,0.3045542170092564
Random Forest,0,0.1410882129700929
Random Forest,0,0.10200049600023066
Random Forest,0,0.3752137786983716
Random Forest,0,0.4321216475795152
Random Forest,0,0.13995718958985706
Random Forest,0,0.37586665736470887
Random Forest,1,0.7709041389521218
Random Forest,0,0.3158993675200125
Random Forest,0,0.3185861134577094
Random Forest,0,0.1339841469438749
Random Forest,0,0.8128625570134217
Random Forest,0,0.14488395040200483
Random Forest,0,0.242237215365048
Random Forest,0,0.16468646543921361
Gradient Boosting,0,0.12656845244086487
Gradient Boosting,0,0.1728719785363722
Gradient Boosting,0,0.17205872075018006
Gradient Boosting,1,0.09243573469034078
Gradient Boosting,0,0.031803229835427986
Gradient Boosting,0,0.44173552678261
Gradient Boosting,0,0.1648433859506532
Gradient Boosting,0,0.034357924878569944
Gradient Boosting,0,0.11779320716954939
Gradient Boosting,0,0.0831599469813009
Gradient Boosting,0,0.35125242321110633
Gradient Boosting,0,0.47381402935206496
Gradient Boosting,1,0.2834298737271164
Gradient Boosting,0,0.07345290400866189
Gradient Boosting,0,0.05157896482674499
Gradient Boosting,0,0.49756995517458197
Gradient Boosting,0,0.031768514007337
Gradient Boosting,1,0.28436784162168577
Gradient Boosting,0,0.07183923827872815
Gradient Boosting,0,0.20177650584914894
Gradient Boosting,0,0.03811644108696775
Gradient Boosting,1,0.1601433945013479
Gradient Boosting,0,0.07472100408481532
Gradient Boosting,0,0.15435970476983202
Gradient Boosting,1,0.2566772489836129
Gradient Boosting,0,0.15913461226097728
Gradient Boosting,0,0.14510873206446356
Gradient Boosting,0,0.07219515178385967
Gradient Boosting,1,0.9093928807170999
Gradient Boosting,0,0.25212940561010144
Gradient Boosting,1,0.2536706045024598
Gradient Boosting,0,0.11262066178448643
Gradient Boosting,1,0.8407077852974227
Gradient Boosting,0,0.15389923017870122
Gradient Boosting,0,0.10016116092222298
Gradient Boosting,0,0.07315692061334528
Gradient Boosting,0,0.25854237703276084
Gradient Boosting,1,0.12685249052999523
Gradient Boosting,0,0.07812775874923997
Gradient Boosting,1,0.49086180365426885
Gradient Boosting,0,0.10582350567624613
Gradient Boosting,0,0.7567205265772429
Gradient Boosting,0,0.17465489439773957
Gradient Boosting,0,0.12110204255225451
Gradient Boosting,0,0.0967897452230059
Gradient Boosting,0,0.05595425080478184
Gradient Boosting,0,0.156092751421282
Gradient Boosting,0,0.5381022046696995
Gradient Boosting,0,0.07035976375878723
Gradient Boosting,0,0.32967208850108
Gradient Boosting,0,0.2181588310300041
Gradient Boosting,0,0.06408767038319427
Gradient Boosting,1,0.7003670130498876
Gradient Boosting,1,0.6490729547790626
Gradient Boosting,1,0.20842416642206385
Gradient Boosting,0,0.041781507752540505
Gradient Boosting,0,0.1051799443777254
Gradient Boosting,0,0.03122392959136175
Gradient Boosting,0,0.038431313036883075
Gradient Boosting,1,0.7796854840827194
Gradient Boosting,0,0.14641902981137472
Gradient Boosting,1,0.6825465317803334
Gradient Boosting,1,0.32056250598344466
Gradient Boosting,0,0.4515762865033661
Gradient Boosting,0,0.19202289904991807
Gradient Boosting,0,0.0883944762051997
Gradient Boosting,1,0.39263553915575283
Gradient Boosting,0,0.5596574264908615
Gradient Boosting,1,0.04776168244154164
Gradient Boosting,1,0.1245317437133696
Gradient Boosting,1,0.09729256917499277
Gradient Boosting,0,0.057653372328834634
Gradient Boosting,0,0.03207148819786895
Gradient Boosting,1,0.7138545708895788
Gradient Boosting,0,0.07742452845805392
Gradient Boosting,0,0.2349560167615646
Gradient Boosting,0,0.07997125042999731
Gradient Boosting,0,0.08146646716117449
Gradient Boosting,1,0.1970542996649344
Gradient Boosting,0,0.08551595516412532
Gradient Boosting,1,0.7302498903891593
Gradient Boosting,0,0.05587265099944036
Gradient Boosting,0,0.29570579338810227
Gradient Boosting,0,0.1835979435376738
Gradient Boosting,1,0.4734365720373271
Gradient Boosting,1,0.333591980844862
Gradient Boosting,0,0.656707013195586
Gradient Boosting,0,0.09018043873615796
Gradient Boosting,0,0.09388450094098569
Gradient Boosting,0,0.20446260608928396
Gradient Boosting,0,0.13306344963398095
Gradient Boosting,0,0.06425032461276121
Gradient Boosting,0,0.05975561150474229
Gradient Boosting,1,0.8080243329579758
Gradient Boosting,1,0.42827662836756697
Gradient Boosting,0,0.16003901864906755
Gradient Boosting,0,0.2023741294526342
Gradient Boosting,0,0.4144244035801316
Gradient Boosting,1,0.26526236358981764
Gradient Boosting,0,0.047651848428395226
Gradient Boosting,0,0.09806740328540216
Gradient Boosting,0,0.2370235891034207
Gradient Boosting,0,0.12691091162301377
Gradient Boosting,0,0.07279297412558007
Gradient Boosting,1,0.22561820630540533
Gradient Boosting,0,0.19288460522719325
Gradient Boosting,1,0.24596718681695426
Gradient Boosting,0,0.043531836258953065
Gradient Boosting,0,0.07175348179495421
Gradient Boosting,0,0.12409874631081046
Gradient Boosting,0,0.5980910631007111
Gradient Boosting,0,0.2831296849966762
Gradient Boosting,0,0.2173230646285902
Gradient Boosting,0,0.15079938823983668
Gradient Boosting,0,0.11903390547300302
Gradient Boosting,1,0.17937157667090733
Gradient Boosting,0,0.23874386384634982
Gradient Boosting,0,0.14598836399437276
Gradient Boosting,0,0.11064345651958116
Gradient Boosting,1,0.7398010115925634
Gradient Boosting,0,0.04524799752146866
Gradient Boosting,0,0.20460963618982203
Gradient Boosting,1,0.5824004896385798
Gradient Boosting,0,0.1392752330179941
Gradient Boosting,0,0.054861657396890036
Gradient Boosting,0,0.08109612385044454
Gradient Boosting,0,0.09436368444157028
Gradient Boosting,0,0.6959507267506382
Gradient Boosting,0,0.20492065701164983
Gradient Boosting,0,0.3794451099194318
Gradient Boosting,1,0.6200232235542338
Gradient Boosting,1,0.5055024927966223
Gradient Boosting,0,0.04122533166063968
Gradient Boosting,0,0.08489553592076587
Gradient Boosting,1,0.91808542961647
Gradient Boosting,0,0.08373775174937349
Gradient Boosting,0,0.18141466913727716
Gradient Boosting,0,0.0889187505909268
Gradient Boosting,0,0.09242177234849878
Gradient Boosting,0,0.06174455225172654
Gradient Boosting,0,0.02367375095229226
Gradient Boosting,0,0.1280791118419083
Gradient Boosting,1,0.7862367494042831
Gradient Boosting,0,0.21878448951681265
Gradient Boosting,0,0.0449690029510588
Gradient Boosting,0,0.27492094150992413
Gradient Boosting,1,0.7784896992459914
Gradient Boosting,0,0.028598501822252303
Gradient Boosting,1,0.1628173260823379
Gradient Boosting,0,0.38246614090568065
Gradient Boosting,1,0.44612481654468866
Gradient Boosting,0,0.13575800438586474
Gradient Boosting,0,0.20514262327366553
Gradient Boosting,0,0.10513213230106734
Gradient Boosting,1,0.7921518639432509
Gradient Boosting,0,0.049594998876241005
Gradient Boosting,0,0.05565197946120827
Gradient Boosting,0,0.08962569540562622
Gradient Boosting,0,0.1827808146393944
Gradient Boosting,0,0.1797109028398139
Gradient Boosting,0,0.3912732239433249
Gradient Boosting,1,0.7390815391770117
Gradient Boosting,0,0.10719221329433756
Gradient Boosting,0,0.09442575186406398
Gradient Boosting,0,0.17831094656947613
Gradient Boosting,0,0.18494559795720553
Gradient Boosting,0,0.04192604850475321
Gradient Boosting,0,0.06422183634615944
Gradient Boosting,0,0.15001418937348307
Gradient Boosting,0,0.07077262024534994
Gradient Boosting,0,0.13602422193265037
Gradient Boosting,0,0.29945559680518236
Gradient Boosting,0,0.17674474104768556
Gradient Boosting,0,0.0388370329019203
Gradient Boosting,0,0.13425167837988589
Gradient Boosting,1,0.7847831171615981
Gradient Boosting,0,0.3750220549043656
Gradient Boosting,1,0.31443889560135985
Gradient Boosting,0,0.07973468784397833
Gradient Boosting,0,0.7625622635782886
Gradient Boosting,1,0.39389671726268327
Gradient Boosting,0,0.3225128094494345
Gradient Boosting,1,0.16103820521486037
Gradient Boosting,1,0.8237966399554943
Gradient Boosting,0,0.09857204365233202
Gradient Boosting,0,0.18772697511198824
Gradient Boosting,0,0.059009884345310064
Gradient Boosting,1,0.6112765573718293
Gradient Boosting,0,0.10005718850268923
Gradient Boosting,0,0.08998785166042886
Gradient Boosting,1,0.5793595448309542
Gradient Boosting,0,0.030132880029396635
Gradient Boosting,0,0.04709677733614133
Gradient Boosting,0,0.24166044429416778
Gradient Boosting,1,0.33604110276670596
Gradient Boosting,0,0.37215386416527524
Gradient Boosting,0,0.12172160406389602
Gradient Boosting,0,0.025427415969745203
Gradient Boosting,0,0.1427764898585542
Gradient Boosting,0,0.1047763994709306
Gradient Boosting,0,0.13142528656152463
Gradient Boosting,1,0.40180550908281565
Gradient Boosting,0,0.1513816463750214
Gradient Boosting,0,0.0503397091317311
Gradient Boosting,1,0.7489538790378735
Gradient Boosting,0,0.12284655312361385
Gradient Boosting,1,0.22629241431685407
Gradient Boosting,0,0.20002475741501866
Gradient Boosting,0,0.13168231618772566
Gradient Boosting,0,0.541426575212944
Gradient Boosting,1,0.8315663027742048
Gradient Boosting,1,0.3316599339670275
Gradient Boosting,0,0.44859417454995326
